gene,RST1,RST2,RST3,replicon,color,size,Localization,lipo,surface_lipo,refseq_id,old_name,PC1,PC2,PC3,RST_Category
rnz,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03825,BB_0755,1.0,0.5259009296105674,0.5304753499527708,Shared
group_211,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03155,BB_0624,1.0,0.5259009296105674,0.5304753499527708,Shared
nrnA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03125,BB_0619,1.0,0.5259009296105674,0.5304753499527708,Shared
group_209,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03620,BB_0714,1.0,0.5259009296105674,0.5304753499527708,Shared
flhG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03680,BB_0726,1.0,0.5259009296105674,0.5304753499527708,Shared
gsiA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01650,BB_0335,1.0,0.5259009296105674,0.5304753499527708,Shared
hflC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00995,BB_0204,1.0,0.5259009296105674,0.5304753499527708,Shared
dppB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS03790,BB_0747,1.0,0.5259009296105674,0.5304753499527708,Shared
group_233,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01290,BB_0260,1.0,0.5259009296105674,0.5304753499527708,Shared
mvaD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03475,BB_0686,1.0,0.5259009296105674,0.5304753499527708,Shared
group_260,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01615,BB_0327,1.0,0.5259009296105674,0.5304753499527708,Shared
group_250,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,,,1.0,0.5259009296105674,0.5304753499527708,Shared
secF,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03310,BB_0653,1.0,0.5259009296105674,0.5304753499527708,Shared
proW,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00715,BB_0145,1.0,0.5259009296105674,0.5304753499527708,Shared
murB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03005,BB_0598,1.0,0.5259009296105674,0.5304753499527708,Shared
pstC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01070,BB_0216,1.0,0.5259009296105674,0.5304753499527708,Shared
dedD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS02740,BB_0546,1.0,0.5259009296105674,0.5304753499527708,Shared
group_251,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00500,BB_0102,1.0,0.5259009296105674,0.5304753499527708,Shared
miaA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04165,BB_0821,1.0,0.5259009296105674,0.5304753499527708,Shared
infB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04065,BB_0801,1.0,0.5259009296105674,0.5304753499527708,Shared
pyk,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01715,BB_0348,1.0,0.5259009296105674,0.5304753499527708,Shared
zwf,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03225,BB_0636,1.0,0.5259009296105674,0.5304753499527708,Shared
gatA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01685,BB_0342,1.0,0.5259009296105674,0.5304753499527708,Shared
nagC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03510,BB_0693,1.0,0.5259009296105674,0.5304753499527708,Shared
group_249,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS01635,BB_0332,1.0,0.5259009296105674,0.5304753499527708,Shared
fliH,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01435,BB_0289,1.0,0.5259009296105674,0.5304753499527708,Shared
group_247,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03805,BB_0751,1.0,0.5259009296105674,0.5304753499527708,Shared
pfkB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03190,BB_0630,1.0,0.5259009296105674,0.5304753499527708,Shared
rsgA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00485,BB_0099,1.0,0.5259009296105674,0.5304753499527708,Shared
group_241,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00620,BB_0126,1.0,0.5259009296105674,0.5304753499527708,Shared
group_237,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS01570,BB_0317,1.0,0.5259009296105674,0.5304753499527708,Shared
pQQ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03760,BB_0743,1.0,0.5259009296105674,0.5304753499527708,Shared
hflK,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00990,BB_0203,1.0,0.5259009296105674,0.5304753499527708,Shared
pepD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03055,BB_0608,1.0,0.5259009296105674,0.5304753499527708,Shared
group_106,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02300,BB_0459,1.0,0.5259009296105674,0.5304753499527708,Shared
group_104,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02570,BB_0509,1.0,0.5259009296105674,0.5304753499527708,Shared
tsf,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00600,BB_0122,1.0,0.5259009296105674,0.5304753499527708,Shared
group_30,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03765,BB_0744,1.0,0.5259009296105674,0.5304753499527708,Shared
group_41,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00675,BB_0137,1.0,0.5259009296105674,0.5304753499527708,Shared
rpoD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03605,BB_0712,1.0,0.5259009296105674,0.5304753499527708,Shared
group_39,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03450,BB_0681,1.0,0.5259009296105674,0.5304753499527708,Shared
gyrB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02180,BB_0436,1.0,0.5259009296105674,0.5304753499527708,Shared
fapA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01325,BB_0267,1.0,0.5259009296105674,0.5304753499527708,Shared
dnaK,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02610,BB_0518,1.0,0.5259009296105674,0.5304753499527708,Shared
fAA1,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02980,BB_0593,1.0,0.5259009296105674,0.5304753499527708,Shared
bepA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00285,BB_0058,1.0,0.5259009296105674,0.5304753499527708,Shared
uvrD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03050,BB_0607,1.0,0.5259009296105674,0.5304753499527708,Shared
ligA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02770,BB_0552,1.0,0.5259009296105674,0.5304753499527708,Shared
priA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00070,BB_0014,1.0,0.5259009296105674,0.5304753499527708,Shared
group_35,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS01110,BB_0224,1.0,0.5259009296105674,0.5304753499527708,Shared
uvrB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04235,BB_0836,1.0,0.5259009296105674,0.5304753499527708,Shared
group_34,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01605,BB_0325,1.0,0.5259009296105674,0.5304753499527708,Shared
fliD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00730,BB_0149,1.0,0.5259009296105674,0.5304753499527708,Shared
spoT,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00960,BB_0198,1.0,0.5259009296105674,0.5304753499527708,Shared
truB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04075,BB_0803,1.0,0.5259009296105674,0.5304753499527708,Shared
yncE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01170,BB_0236,1.0,0.5259009296105674,0.5304753499527708,Shared
fusA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS03505,BB_0691,1.0,0.5259009296105674,0.5304753499527708,Shared
pdeA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01785,BB_0363,1.0,0.5259009296105674,0.5304753499527708,Shared
group_33,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00825,BB_0170,1.0,0.5259009296105674,0.5304753499527708,Shared
recG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02920,BB_0581,1.0,0.5259009296105674,0.5304753499527708,Shared
flhA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01345,BB_0271,1.0,0.5259009296105674,0.5304753499527708,Shared
ftsI,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00670,BB_0136,1.0,0.5259009296105674,0.5304753499527708,Shared
flgK,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00880,BB_0181,1.0,0.5259009296105674,0.5304753499527708,Shared
parC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00175,BB_0035,1.0,0.5259009296105674,0.5304753499527708,Shared
mrdA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03640,BB_0718,1.0,0.5259009296105674,0.5304753499527708,Shared
group_57,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01025,BB_0208,1.0,0.5259009296105674,0.5304753499527708,Shared
group_56,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00790,BB_0163,1.0,0.5259009296105674,0.5304753499527708,Shared
argS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02985,BB_0594,1.0,0.5259009296105674,0.5304753499527708,Shared
secD,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS03305,BB_0652,1.0,0.5259009296105674,0.5304753499527708,Shared
aspS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02235,BB_0446,1.0,0.5259009296105674,0.5304753499527708,Shared
group_54,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03575,BB_0707,1.0,0.5259009296105674,0.5304753499527708,Shared
group_53,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02855,BB_0569,1.0,0.5259009296105674,0.5304753499527708,Shared
dnaG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS03600,BB_0710,1.0,0.5259009296105674,0.5304753499527708,Shared
alaS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01090,BB_0220,1.0,0.5259009296105674,0.5304753499527708,Shared
manB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00020,BB_0004,1.0,0.5259009296105674,0.5304753499527708,Shared
parE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00180,BB_0036,1.0,0.5259009296105674,0.5304753499527708,Shared
group_43,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02020,BB_0408,1.0,0.5259009296105674,0.5304753499527708,Shared
uvrC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02290,BB_0457,1.0,0.5259009296105674,0.5304753499527708,Shared
group_50,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02635,BB_0526,1.0,0.5259009296105674,0.5304753499527708,Shared
atpI,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00445,BB_0091,1.0,0.5259009296105674,0.5304753499527708,Shared
recD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03205,BB_0632,1.0,0.5259009296105674,0.5304753499527708,Shared
group_47,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00800,BB_0165,1.0,0.5259009296105674,0.5304753499527708,Shared
htpG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02810,BB_0560,1.0,0.5259009296105674,0.5304753499527708,Shared
group_46,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03030,BB_0603,1.0,0.5259009296105674,0.5304753499527708,Shared
mnmG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00865,BB_0178,1.0,0.5259009296105674,0.5304753499527708,Shared
group_45,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03185,BB_0629,1.0,0.5259009296105674,0.5304753499527708,Shared
orfR,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS01160,BB_0234,1.0,0.5259009296105674,0.5304753499527708,Shared
group_31,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00210,BB_0043,1.0,0.5259009296105674,0.5304753499527708,Shared
ptsN,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02240,BB_0447,1.0,0.5259009296105674,0.5304753499527708,Shared
rpoN,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02255,BB_0450,1.0,0.5259009296105674,0.5304753499527708,Shared
group_29,1.0,1.0,1.0,chromosome,#ffffff,41.0,S,Lipoprotein,Surface,BB_RS00770,BB_0158,1.0,0.5259009296105674,0.5304753499527708,Shared
valS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03735,BB_0738,1.0,0.5259009296105674,0.5304753499527708,Shared
greA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00650,BB_0132,1.0,0.5259009296105674,0.5304753499527708,Shared
polA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02750,BB_0548,1.0,0.5259009296105674,0.5304753499527708,Shared
mutS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04045,BB_0797,1.0,0.5259009296105674,0.5304753499527708,Shared
pqqL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS02680,BB_0536,1.0,0.5259009296105674,0.5304753499527708,Shared
group_17,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01610,BB_0326,1.0,0.5259009296105674,0.5304753499527708,Shared
sbcC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04205,BB_0830,1.0,0.5259009296105674,0.5304753499527708,Shared
cym1,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01130,BB_0228,1.0,0.5259009296105674,0.5304753499527708,Shared
nAGPA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04180,BB_0825,1.0,0.5259009296105674,0.5304753499527708,Shared
group_12,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03215,BB_0634,1.0,0.5259009296105674,0.5304753499527708,Shared
group_11,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00690,BB_0140,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsZ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02480,BB_0491,1.0,0.5259009296105674,0.5304753499527708,Shared
rsmI,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02140,BB_0427,1.0,0.5259009296105674,0.5304753499527708,Shared
mfd,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03150,BB_0623,1.0,0.5259009296105674,0.5304753499527708,Shared
dnaE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02910,BB_0579,1.0,0.5259009296105674,0.5304753499527708,Shared
rpmI,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00920,BB_0189,1.0,0.5259009296105674,0.5304753499527708,Shared
rpoB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01915,BB_0389,1.0,0.5259009296105674,0.5304753499527708,Shared
recB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03210,BB_0633,1.0,0.5259009296105674,0.5304753499527708,Shared
rpoC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01910,BB_0388,1.0,0.5259009296105674,0.5304753499527708,Shared
cheY,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS02075,BB_0420,1.0,0.5259009296105674,0.5304753499527708,Shared
group_0,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02580,BB_0512,1.0,0.5259009296105674,0.5304753499527708,Shared
fliK,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01415,BB_0285,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1204,1.0,1.0,1.0,cp26,#ffffff,41.0,,Lipoprotein,Other,BB_RS05570,BB_B22,1.0,0.5259009296105674,0.5304753499527708,Shared
cheA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03390,BB_0669,1.0,0.5259009296105674,0.5304753499527708,Shared
topA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04195,BB_0828,1.0,0.5259009296105674,0.5304753499527708,Shared
leuS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01245,BB_0251,1.0,0.5259009296105674,0.5304753499527708,Shared
mMPL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01250,BB_0252,1.0,0.5259009296105674,0.5304753499527708,Shared
group_28,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01860,BB_0378,1.0,0.5259009296105674,0.5304753499527708,Shared
recJ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01260,BB_0254,1.0,0.5259009296105674,0.5304753499527708,Shared
group_26,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02845,BB_0567,1.0,0.5259009296105674,0.5304753499527708,Shared
group_25,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02995,BB_0596,1.0,0.5259009296105674,0.5304753499527708,Shared
pnp,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS04085,BB_0805,1.0,0.5259009296105674,0.5304753499527708,Shared
mltE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS01285,BB_0259,1.0,0.5259009296105674,0.5304753499527708,Shared
metG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02950,BB_0587,1.0,0.5259009296105674,0.5304753499527708,Shared
tar,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03000,BB_0597,1.0,0.5259009296105674,0.5304753499527708,Shared
clpA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04225,BB_0834,1.0,0.5259009296105674,0.5304753499527708,Shared
group_24,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS03445,BB_0680,1.0,0.5259009296105674,0.5304753499527708,Shared
rnfC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00355,BB_0072,1.0,0.5259009296105674,0.5304753499527708,Shared
hrpA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04190,BB_0827,1.0,0.5259009296105674,0.5304753499527708,Shared
mutS2,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00480,BB_0098,1.0,0.5259009296105674,0.5304753499527708,Shared
group_21,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03800,BB_0749,1.0,0.5259009296105674,0.5304753499527708,Shared
ftsK,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01275,BB_0257,1.0,0.5259009296105674,0.5304753499527708,Shared
group_20,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03095,BB_0613,1.0,0.5259009296105674,0.5304753499527708,Shared
bptA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03355,BB_0662,1.0,0.5259009296105674,0.5304753499527708,Shared
lon,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01255,BB_0253,1.0,0.5259009296105674,0.5304753499527708,Shared
gyrA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02175,BB_0435,1.0,0.5259009296105674,0.5304753499527708,Shared
group_19,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00350,BB_0071,1.0,0.5259009296105674,0.5304753499527708,Shared
smc,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS00220,BB_0045,1.0,0.5259009296105674,0.5304753499527708,Shared
group_18,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02780,BB_0554,1.0,0.5259009296105674,0.5304753499527708,Shared
thrS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03650,BB_0720,1.0,0.5259009296105674,0.5304753499527708,Shared
atpA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00460,BB_0094,1.0,0.5259009296105674,0.5304753499527708,Shared
ptsI,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02800,BB_0558,1.0,0.5259009296105674,0.5304753499527708,Shared
group_61,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04230,BB_0835,1.0,0.5259009296105674,0.5304753499527708,Shared
group_89,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02930,BB_0583,1.0,0.5259009296105674,0.5304753499527708,Shared
murD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02940,BB_0585,1.0,0.5259009296105674,0.5304753499527708,Shared
ntrC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03865,BB_0763,1.0,0.5259009296105674,0.5304753499527708,Shared
fieF,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03110,BB_0616,1.0,0.5259009296105674,0.5304753499527708,Shared
tig,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03080,BB_0610,1.0,0.5259009296105674,0.5304753499527708,Shared
group_86,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02735,BB_0545,1.0,0.5259009296105674,0.5304753499527708,Shared
norM,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02395,BB_0473,1.0,0.5259009296105674,0.5304753499527708,Shared
mgtE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01870,BB_0380,1.0,0.5259009296105674,0.5304753499527708,Shared
dnaB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00545,BB_0111,1.0,0.5259009296105674,0.5304753499527708,Shared
apeA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01800,BB_0366,1.0,0.5259009296105674,0.5304753499527708,Shared
tPR,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01295,BB_0261,1.0,0.5259009296105674,0.5304753499527708,Shared
nhaC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03235,BB_0638,1.0,0.5259009296105674,0.5304753499527708,Shared
asnS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00495,BB_0101,1.0,0.5259009296105674,0.5304753499527708,Shared
group_84,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS03695,BB_0729,1.0,0.5259009296105674,0.5304753499527708,Shared
murF,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01510,BB_0304,1.0,0.5259009296105674,0.5304753499527708,Shared
gnd,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02815,BB_0561,1.0,0.5259009296105674,0.5304753499527708,Shared
mnmE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00870,BB_0179,1.0,0.5259009296105674,0.5304753499527708,Shared
cheR,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03395,BB_0670,1.0,0.5259009296105674,0.5304753499527708,Shared
murC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04145,BB_0817,1.0,0.5259009296105674,0.5304753499527708,Shared
hEAT,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04115,BB_0811,1.0,0.5259009296105674,0.5304753499527708,Shared
group_83,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS00370,BB_0075,1.0,0.5259009296105674,0.5304753499527708,Shared
rqcH,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01710,BB_0347,1.0,0.5259009296105674,0.5304753499527708,Shared
treA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01875,BB_0381,1.0,0.5259009296105674,0.5304753499527708,Shared
hslU,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01465,BB_0295,1.0,0.5259009296105674,0.5304753499527708,Shared
pfkA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03685,BB_0727,1.0,0.5259009296105674,0.5304753499527708,Shared
glyQS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01825,BB_0371,1.0,0.5259009296105674,0.5304753499527708,Shared
der,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02565,BB_0508,1.0,0.5259009296105674,0.5304753499527708,Shared
bamA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04035,BB_0795,1.0,0.5259009296105674,0.5304753499527708,Shared
ileS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04220,BB_0833,1.0,0.5259009296105674,0.5304753499527708,Shared
csd,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00410,BB_0084,1.0,0.5259009296105674,0.5304753499527708,Shared
apeB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03175,BB_0627,1.0,0.5259009296105674,0.5304753499527708,Shared
flgL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00885,BB_0182,1.0,0.5259009296105674,0.5304753499527708,Shared
serS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01120,BB_0226,1.0,0.5259009296105674,0.5304753499527708,Shared
