	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	Pfam_ACC	Pfam	COG20_PATHWAY_ACC	COG20_PATHWAY	KEGG_BRITE_ACC	KEGG_BRITE	KEGG_Module_ACC	KEGG_Module	KOfam_ACC	KOfam	KEGG_Class_ACC	KEGG_Class	COG20_CATEGORY_ACC	COG20_CAT_ACC	COG20_CATEGORY	COG20_FUNCTION_ACC	COG20_FUNCTION
GC_00000103	88	95	2	0	0.988512715	0.907941422	0.946515524	PF13614.11	AAA_domain	ND	ND	ko03036|ko04812	Chromosome_and_associated_proteins>>>Prokaryotic_type>>>Chromosome_partitioning_proteins>>>Other_chromosome_partitioning_proteins|Cytoskeleton_proteins>>>Prokaryotic_cytoskeleton_proteins>>>MinD_/_ParA_class_of_bacterial_cytoskeletal_proteins	ND	ND	K03496	chromosome_partitioning_protein	ND	ND	D|N	D	Cell_cycle_control,_cell_division,_chromosome_partitioning|Cell_motility	COG1192	ParA-like_ATPase_involved_in_chromosome/plasmid_partitioning_or_cellulose_biosynthesis_protein_BcsQ_(ParA)_(PDB:6NOO)
GC_00000104	76	95	3	0	0.987986134	0.992300575	0.990138655		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000105	76	95	3	0	0.876781215	1	0.934345685	PF02999.19	Borrelia_orf-D_family	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000106	39	95	5	0	0.951123374	0.744046163	0.834936779		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000107	76	94	3	0	0.998163186	0.998195722	0.998179454		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000108	76	94	3	0	0.993943037	0.976564694	0.985177233		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000109	76	94	3	0	0.98001438	1	0.989906326		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000110	76	94	3	0	0.99464638	1	0.997316005	PF04466.18	Phage_terminase_large_subunit	ND	ND	ko00001	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09192_Unclassified:_genetic_information_processing>>>99976_Replication_and_repair	ND	ND	K06909	phage_terminase_large_subunit	ND	ND	X	X	Mobilome:_prophages,_transposons	COG1783	Phage_terminase_large_subunit_(XtmB)_(PDB:4IDH)
GC_00000111	87	94	4	0	0.993950485	0.810484021	0.892890247	PF07719.22	Tetratricopeptide_repeat	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	R|M|O	R	General_function_prediction_only|Cell_wall/membrane/envelope_biogenesis|Posttranslational_modification,_protein_turnover,_chaperones	COG0457|COG4783	Tetratricopeptide_(TPR)_repeat_(TPR)_(PDB:3AS4)|Outer_membrane_protein_chaperone/metalloprotease_BepA/YfgC,_contains_M48_and_TPR_domains_(BepA)_(PDB:6AIT)_(PUBMED:24003122)
GC_00000112	87	93	3	0	0.994372247	0.921856296	0.956742158	PF01672.21	Putative_plasmid_partition_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000113	87	93	2	0	0.997794838	0.927842076	0.961547867	PF02378.23	Phosphotransferase_system,_EIIC_	ND	ND	ko00001|ko00001|ko02000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00500_Starch_and_sucrose_metabolism_[PATH:ko00500]|KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>02060_Phosphotransferase_system_(PTS)_[PATH:ko02060]|Transporters>>>Phosphotransferase_system_(PTS)>>>Enzyme_II_[TC:4.A]>>>Cellobiose-specific_II_component	ND	ND	K02761	cellobiose_PTS_system_EIIC_component	ND	ND	G	G	Carbohydrate_transport_and_metabolism	COG1455	Phosphotransferase_system_cellobiose-specific_component_IIC_(CelB)_(PDB:3QNQ)
GC_00000114	87	92	2	0	0.9819354	0.852488961	0.912644976		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000115	75	92	3	0	0.923082884	0.994391828	0.957411403		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000116	80	92	2	0	0.979447214	0.786553003	0.872465518	PF05714.16	Borrelia_Bbcrasp-1_domain_containing_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000117	87	92	2	0	0.984779824	0.937970974	0.960805625	PF02414.20	Borrelia_ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000118	88	92	2	0	0.985096832	0.928965052	0.956207882	PF00117.33	Glutamine_amidotransferase_class-I	COG0518|COG0519	Purine_biosynthesis|Purine_biosynthesis	ko00001|ko00001|ko01000|ko01002	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09104_Nucleotide_metabolism>>>00230_Purine_metabolism_[PATH:ko00230]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09111_Xenobiotics_biodegradation_and_metabolism>>>00983_Drug_metabolism_-_other_enzymes_[PATH:ko00983]|Enzymes>>>6._Ligases>>>6.3__Forming_carbon-nitrogen_bonds>>>6.3.5__Carbon-nitrogen_ligases_with_glutamine_as_amido-N-donor>>>6.3.5.2__GMP_synthase_(glutamine-hydrolysing)|Peptidases_and_inhibitors>>>Cysteine_peptidases>>>Family_C26:_gamma-glutamyl_hydrolase_family	M00050	Guanine_ribonucleotide_biosynthesis,_IMP_=>_GDP,GTP	K01951	GMP_synthase_(glutamine-hydrolysing)_[EC:6.3.5.2]	M00050	Pathway_modules;_Nucleotide_metabolism;_Purine_metabolism	F|F	F	Nucleotide_transport_and_metabolism|Nucleotide_transport_and_metabolism	COG0518|COG0519	GMP_synthase,_glutamine_amidotransferase_domain_(GuaA1)_(PDB:4WIM)|GMP_synthase,_PP-ATPase_domain/subunit_(GuaA2)_(PDB:4WIM)
GC_00000119	88	91	2	0	0.989120691	0.967557411	0.978220234	PF16684.10	Telomere_resolvase_ResT/TelK_catalytic_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000120	87	91	2	0	0.997936113	0.951930565	0.974390607		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000121	87	91	2	0	0.990262493	0.940595418	0.964790167	PF12796.12	Ankyrin_repeats_(3_copies)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000122	87	91	2	0	0.991328488	0.954141184	0.972379422	PF00478.30	IMP_dehydrogenase_/_GMP_reductase_domain	COG0516	Purine_biosynthesis	ko00001|ko00001|ko01000|ko04147|ko04147	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09104_Nucleotide_metabolism>>>00230_Purine_metabolism_[PATH:ko00230]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09111_Xenobiotics_biodegradation_and_metabolism>>>00983_Drug_metabolism_-_other_enzymes_[PATH:ko00983]|Enzymes>>>1._Oxidoreductases>>>1.1__Acting_on_the_CH-OH_group_of_donors>>>1.1.1__With_NAD+_or_NADP+_as_acceptor>>>1.1.1.205__IMP_dehydrogenase|Exosome>>>Exosomal_proteins>>>Exosomal_proteins_of_haemopoietic_cells__(B-cell,_T-cell,_DC-cell,_reticulocyte,_and_mast_cell)|Exosome>>>Exosomal_proteins>>>Exosomal_proteins_of_breast_cancer_cells	M00050	Guanine_ribonucleotide_biosynthesis,_IMP_=>_GDP,GTP	K00088	IMP_dehydrogenase_[EC:1.1.1.205]	M00050	Pathway_modules;_Nucleotide_metabolism;_Purine_metabolism	F	F	Nucleotide_transport_and_metabolism	COG0516	IMP_dehydrogenase/GMP_reductase_(GuaB)_(PDB:1B3O)
GC_00000123	88	91	4	0	0.973513759	0.966309211	0.969898106	PF01546.33	Peptidase_family_M20/M25/M40	ND	ND	ko00001|ko01000|ko01002	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09106_Metabolism_of_other_amino_acids>>>00480_Glutathione_metabolism_[PATH:ko00480]|Enzymes>>>3._Hydrolases>>>3.4__Acting_on_peptide_bonds_(peptidases)>>>3.4.13__Dipeptidases>>>3.4.13.-|Peptidases_and_inhibitors>>>Metallo_peptidases>>>Family_M20	ND	ND	K01270	dipeptidase_D_[EC:3.4.13.-]	ND	ND	E	E	Amino_acid_transport_and_metabolism	COG2195	Di-_or_tripeptidase_(PepD2)_(PDB:2QYV)
GC_00000124	87	91	2	0	0.994557802	0.950284568	0.971917257	PF00496.27	Bacterial_extracellular_solute-binding_proteins,_family_5_Middle	ND	ND	ko00001|ko00001|ko02000	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>02010_ABC_transporters_[PATH:ko02010]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09145_Cellular_community_-_prokaryotes>>>02024_Quorum_sensing_[PATH:ko02024]|Transporters>>>ABC_transporters,_prokaryotic_type>>>Peptide_and_nickel_transporters>>>Oligopeptide_transporter	ND	ND	K15580	oligopeptide_transport_system_substrate-binding_protein	ND	ND	E	E	Amino_acid_transport_and_metabolism	COG4166	ABC-type_oligopeptide_transport_system,_periplasmic_component_(OppA)_(PDB:1B05)
GC_00000125	88	90	3	0	0.995748763	0.974310024	0.984912742	PF07724.19	AAA_domain_(Cdc48_subfamily)	ND	ND	ko03110	Chaperones_and_folding_catalysts>>>Heat_shock_proteins>>>HSP100	ND	ND	K03667	ATP-dependent_HslUV_protease_ATP-binding_subunit_HslU	ND	ND	O	O	Posttranslational_modification,_protein_turnover,_chaperones	COG1220	ATP-dependent_protease_HslVU_(ClpYQ),_ATPase_subunit_HslU_(HslU)_(PDB:1DO0)
GC_00000126	88	90	2	0	0.987999933	0.980059955	0.984013928	PF13393.11	Histidyl-tRNA_synthetase	COG0124	Aminoacyl-tRNA_synthetases	ko00001|ko01000|ko01007|ko03016|ko03016	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>00970_Aminoacyl-tRNA_biosynthesis_[PATH:ko00970]|Enzymes>>>6._Ligases>>>6.1__Forming_carbon-oxygen_bonds>>>6.1.1__Ligases_forming_aminoacyl-tRNA_and_related_compounds>>>6.1.1.21__histidine---tRNA_ligase|Amino_acid_related_enzymes>>>Aminoacyl-tRNA_synthetase>>>Class_II_(A)|Transfer_RNA_biogenesis>>>Eukaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>Other_AARSs|Transfer_RNA_biogenesis>>>Prokaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>Other_AARSs	ND	ND	K01892	histidyl-tRNA_synthetase_[EC:6.1.1.21]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0124	Histidyl-tRNA_synthetase_(HisS)_(PDB:1KMM)
GC_00000127	88	90	2	0	0.990651701	0.98071004	0.985655802	PF01595.25	Cyclin_M_transmembrane_N-terminal_domain	ND	ND	ko02000|ko02042	Transporters>>>Other_transporters>>>Pores_ion_channels_[TC:1]|Bacterial_toxins>>>Type_II_toxins:_Membrane_damaging_toxins>>>Pore-forming_toxins,_Other	ND	ND	K03699	magnesium_and_cobalt_exporter,_CNNM_family	ND	ND	R	R	General_function_prediction_only	COG1253	Hemolysin-related_protein,_contains_CBS_domains,_UPF0053_family_(TlyC)_(PDB:2NQW)
GC_00000128	88	90	2	0	0.992492974	0.97074103	0.9814965	PF00185.29	Aspartate/ornithine_carbamoyltransferase,_Asp/Orn_binding_domain	COG0078	Arginine_biosynthesis	ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09105_Amino_acid_metabolism>>>00220_Arginine_biosynthesis_[PATH:ko00220]|Enzymes>>>2._Transferases>>>2.1__Transferring_one-carbon_groups>>>2.1.3__Carboxy-_and_carbamoyltransferases>>>2.1.3.3__ornithine_carbamoyltransferase	M00844|M00029	Arginine_biosynthesis,_ornithine_=>_arginine|Urea_cycle	K00611	ornithine_carbamoyltransferase_[EC:2.1.3.3]	M00844|M00029	Pathway_modules;_Amino_acid_metabolism;_Arginine_and_proline_metabolism|Pathway_modules;_Amino_acid_metabolism;_Arginine_and_proline_metabolism	E	E	Amino_acid_transport_and_metabolism	COG0078	Ornithine_carbamoyltransferase_(ArgF)_(PDB:1A1S)
GC_00000129	88	90	2	0	0.988615028	0.987542303	0.988078374	PF07195.17	Flagellar_hook-associated_protein_2_C-terminus	ND	ND	ko00001|ko02035	KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02040_Flagellar_assembly_[PATH:ko02040]|Bacterial_motility_proteins>>>Flagellar_system>>>Flagellar_assembly_proteins>>>Filament	ND	ND	K02407	flagellar_hook-associated_protein_2	ND	ND	N	N	Cell_motility	COG1345	Flagellar_capping_protein_FliD_(FliD)_(PDB:5FHY)
GC_00000130	87	90	2	0	0.995457011	0.94499947	0.969572218	PF00459.30	Inositol_monophosphatase_family	COG0483	Gluconeogenesis	ND	ND	ND	ND	ND	ND	ND	ND	G	G	Carbohydrate_transport_and_metabolism	COG0483	Archaeal_fructose-1,6-bisphosphatase_or_related_enzyme,_inositol_monophosphatase_family_(SuhB)_(PDB:1AWB)
GC_00000131	88	90	2	0	0.983999174	0.982209102	0.983103323	PF13519.11	von_Willebrand_factor_type_A_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	S	S	Function_unknown	COG4245	Uncharacterized_conserved_protein_YegL,_contains_vWA_domain_of_TerY_type_(TerY)
GC_00000132	87	90	2	0	0.995332733	0.949514157	0.971883726		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000133	87	90	4	0	0.97731482	0.967552368	0.972409092	PF02414.20	Borrelia_ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000134	88	89	2	0	0.98986014	1	0.994904235	PF02623.20	FliW_protein	ND	ND	ko02035	Bacterial_motility_proteins>>>Flagellar_system>>>Flagellar_assembly_proteins>>>Others	ND	ND	K13626	flagellar_assembly_factor_FliW	ND	ND	N	N	Cell_motility	COG1699	Flagellar_assembly_factor_FliW_(FliW)_(PDB:2AJ7)
GC_00000135	88	89	2	0	0.991666788	0.98712643	0.9893914	PF03796.20	DnaB-like_helicase_C_terminal_domain	ND	ND	ko00001|ko00001|ko01000|ko03032	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03030_DNA_replication_[PATH:ko03030]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09143_Cell_growth_and_death>>>04112_Cell_cycle_-_Caulobacter_[PATH:ko04112]|Enzymes>>>5._Isomerases>>>5.6__Isomerases_altering_macromolecular_conformation>>>5.6.2__Enzymes_altering_nucleic_acid_conformation>>>5.6.2.3__DNA_5'-3'_helicase|DNA_replication_proteins>>>Prokaryotic_type>>>DNA_Replication_Initiation_Factors>>>Initiation_factors_(bacterial)	ND	ND	K02314	replicative_DNA_helicase_[EC:5.6.2.3]	ND	ND	L	L	Replication,_recombination_and_repair	COG0305	Replicative_DNA_helicase_(DnaB)_(PDB:1B79)
GC_00000136	88	89	2	0	0.999192126	1	0.9995959		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000137	88	89	2	0	0.995896307	1	0.997943935	PF14559.11	Tetratricopeptide_repeat	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000138	88	89	2	0	0.990292764	0.998365679	0.994312836	PF02599.21	Global_regulator_protein_family	ND	ND	ko00001|ko00001|ko00001|ko00001|ko03019	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>02020_Two-component_system_[PATH:ko02020]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09145_Cellular_community_-_prokaryotes>>>05111_Biofilm_formation_-_Vibrio_cholerae_[PATH:ko05111]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09145_Cellular_community_-_prokaryotes>>>02025_Biofilm_formation_-_Pseudomonas_aeruginosa_[PATH:ko02025]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09145_Cellular_community_-_prokaryotes>>>02026_Biofilm_formation_-_Escherichia_coli_[PATH:ko02026]|Messenger_RNA_biogenesis>>>Prokaryotic_type>>>Bacterial_mRNA_degradation_factors>>>Other_RNA_degradation_factors>>>Others	ND	ND	K03563	carbon_storage_regulator	ND	ND	T	T	Signal_transduction_mechanisms	COG1551	sRNA-binding_carbon_storage_regulator_CsrA_(CsrA)_(PDB:1T3O)
GC_00000139	88	89	2	0	0.996578603	0.981441509	0.988952136	PF02457.21	DisA_bacterial_checkpoint_controller_nucleotide-binding	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09191_Unclassified:_metabolism>>>99980_Enzymes_with_EC_numbers|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.7__Nucleotidyltransferases>>>2.7.7.85__diadenylate_cyclase	ND	ND	K18672	diadenylate_cyclase_[EC:2.7.7.85]	ND	ND	T	T	Signal_transduction_mechanisms	COG1624	c-di-AMP_synthetase,_contains_DisA_N_domain_(DisA)_(PDB:2FB5)
GC_00000140	88	89	2	0	0.993179812	0.993198656	0.993189234	PF01882.23	Protein_of_unknown_function_DUF58	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	S	S	Function_unknown	COG1721	Uncharacterized_conserved_protein,_DUF58_family,_contains_vWF_domain_(YeaD2)
GC_00000141	88	89	2	0	0.99249955	0.996509689	0.994500577	PF01145.30	SPFH_domain_/_Band_7_family	ND	ND	ko01002	Peptidases_and_inhibitors>>>Peptidase_inhibitors>>>Family_I87	ND	ND	K04088	modulator_of_FtsH_protease_HflK	ND	ND	O	O	Posttranslational_modification,_protein_turnover,_chaperones	COG0330	Regulator_of_protease_activity_HflC,_stomatin/prohibitin_superfamily_(HflC)
GC_00000142	88	89	2	0	0.992506836	0.978485521	0.985446306	PF13432.11	Tetratricopeptide_repeat	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000143	88	89	2	0	0.993833719	1	0.996907324	PF00528.27	Binding-protein-dependent_transport_system_inner_membrane_component	ND	ND	ko00001|ko02000	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>02010_ABC_transporters_[PATH:ko02010]|Transporters>>>ABC_transporters,_prokaryotic_type>>>Mineral_and_organic_ion_transporters>>>Glycine_betaine/proline_transporter	ND	ND	K02001	glycine_betaine/proline_transport_system_permease_protein	ND	ND	E	E	Amino_acid_transport_and_metabolism	COG4176	ABC-type_proline/glycine_betaine_transport_system,_permease_component_(ProW)
GC_00000144	88	89	2	0	0.991734206	0.977214068	0.984420597	PF00639.26	PPIC-type_PPIASE_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	O	O	Posttranslational_modification,_protein_turnover,_chaperones	COG0760	Peptidyl-prolyl_isomerase,_parvulin_family_(SurA)_(PDB:2ZR5)
GC_00000145	88	89	2	0	0.993436831	0.997729542	0.995578559	PF01281.24	Ribosomal_protein_L9,_N-terminal_domain	COG0359	Ribosome_50S_subunit	ko00001|ko03011|ko03011	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>03010_Ribosome_[PATH:ko03010]|Ribosome>>>Ribosomal_proteins>>>Mitochondria/_Chloroplast>>>Large_subunit|Ribosome>>>Ribosomal_proteins>>>Bacteria>>>Large_subunit	ND	ND	K02939	large_subunit_ribosomal_protein_L9	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0359	Ribosomal_protein_L9_(RplI)_(PDB:1VS6)_(PUBMED:27112601)
GC_00000146	88	89	2	0	0.992334938	0.979287672	0.985768134	PF01148.25	Cytidylyltransferase_family	ND	ND	ko00001|ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09103_Lipid_metabolism>>>00564_Glycerophospholipid_metabolism_[PATH:ko00564]|KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>04070_Phosphatidylinositol_signaling_system_[PATH:ko04070]|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.7__Nucleotidyltransferases>>>2.7.7.41__phosphatidate_cytidylyltransferase	M00093	Phosphatidylethanolamine_(PE)_biosynthesis,_PA_=>_PS_=>_PE	K00981	phosphatidate_cytidylyltransferase_[EC:2.7.7.41]	M00093	Pathway_modules;_Lipid_metabolism;_Lipid_metabolism	R	R	General_function_prediction_only	COG4589	Predicted_CDP-diglyceride_synthetase/phosphatidate_cytidylyltransferase_(YnbB)
GC_00000147	88	89	2	0	0.994546773	1	0.997265932	PF00707.27	Translation_initiation_factor_IF-3,_C-terminal_domain	COG0290	Translation_factors	ko03012|ko03012|ko03029	Translation_factors>>>Prokaryotic_type>>>Initiation_factors|Translation_factors>>>Eukaryotic_type>>>Initiation_factors>>>MTIFs|Mitochondrial_biogenesis>>>Mitochondrial_DNA_transcription,_translation,_and_replication_factors>>>Mitochondrial_transcription_and_translation_factors>>>Mitochondrial_translation_factors	ND	ND	K02520	translation_initiation_factor_IF-3	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0290	Translation_initiation_factor_IF-3_(InfC)_(PDB:2IFE)
GC_00000148	88	89	2	0	0.99706074	0.998958915	0.998008925	PF00318.25	Ribosomal_protein_S2	COG0052	Ribosome_30S_subunit	ko00001|ko03011|ko03011|ko03011	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>03010_Ribosome_[PATH:ko03010]|Ribosome>>>Ribosomal_proteins>>>Mitochondria/_Chloroplast>>>Small_subunit|Ribosome>>>Ribosomal_proteins>>>Bacteria>>>Small_subunit|Ribosome>>>Ribosomal_proteins>>>Archaea>>>Small_subunit	ND	ND	K02967	small_subunit_ribosomal_protein_S2	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0052	Ribosomal_protein_S2_(RpsB)_(PDB:4V4H)
GC_00000149	88	89	2	0	0.996436208	0.980272574	0.988288305	PF00005.32	ABC_transporter	ND	ND	ko00001|ko01000|ko02000	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>02010_ABC_transporters_[PATH:ko02010]|Enzymes>>>7._Translocases>>>7.6__Catalysing_the_translocation_of_other_compounds>>>7.6.2__Linked_to_the_hydrolysis_of_a_nucleoside_triphosphate>>>7.6.2.11__ABC-type_polyamine_transporter|Transporters>>>ABC_transporters,_prokaryotic_type>>>Mineral_and_organic_ion_transporters>>>Spermidine/putrescine_transporter	ND	ND	K11072	spermidine/putrescine_transport_system_ATP-binding_protein_[EC:7.6.2.11]	ND	ND	E	E	Amino_acid_transport_and_metabolism	COG3842	ABC-type_Fe3+/spermidine/putrescine_transport_systems,_ATPase_component_(PotA)_(PDB:1Z47)
GC_00000150	88	89	2	0	0.989420796	1	0.99468227	PF12631.12	MnmE_helical_domain	COG0486	tRNA_modification	ko01000|ko03016|ko03016	Enzymes>>>3._Hydrolases>>>3.6__Acting_on_acid_anhydrides>>>3.6.->>>3.6.-.-|Transfer_RNA_biogenesis>>>Eukaryotic_type>>>tRNA_modification_factors>>>Other_tRNA_modification_factors|Transfer_RNA_biogenesis>>>Prokaryotic_type>>>tRNA_modification_factors>>>Methyltransferases	ND	ND	K03650	tRNA_modification_GTPase_[EC:3.6.-.-]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0486	tRNA_U34_5-carboxymethylaminomethyl_modifying_GTPase_MnmE/TrmE_(MnmE)
GC_00000151	88	89	2	0	0.996510805	0.99123031	0.993863544	PF01052.25	Type_III_flagellar_switch_regulator_(C-ring)_FliN_C-term	ND	ND	ko00001|ko00001|ko02044|ko02035	KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02030_Bacterial_chemotaxis_[PATH:ko02030]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02040_Flagellar_assembly_[PATH:ko02040]|Secretion_system>>>Type_III_secretion_system>>>Flagellar_export_apparatus|Bacterial_motility_proteins>>>Flagellar_system>>>Flagellar_assembly_proteins>>>C_ring	ND	ND	K02417	flagellar_motor_switch_protein_FliN	ND	ND	N|U	N	Cell_motility|Intracellular_trafficking,_secretion,_and_vesicular_transport	COG1886	Flagellar_motor_switch/type_III_secretory_pathway_protein_FliN_(FliN)_(PDB:1O9Y)
GC_00000152	88	89	2	0	0.991472707	0.997199911	0.994328062	PF00005.32	ABC_transporter	ND	ND	ko00001|ko01000|ko02000	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>02010_ABC_transporters_[PATH:ko02010]|Enzymes>>>7._Translocases>>>7.6__Catalysing_the_translocation_of_other_compounds>>>7.6.2__Linked_to_the_hydrolysis_of_a_nucleoside_triphosphate>>>7.6.2.9__ABC-type_quaternary_amine_transporter|Transporters>>>ABC_transporters,_prokaryotic_type>>>Mineral_and_organic_ion_transporters>>>Glycine_betaine/proline_transporter	ND	ND	K02000	glycine_betaine/proline_transport_system_ATP-binding_protein_[EC:7.6.2.9]	ND	ND	E	E	Amino_acid_transport_and_metabolism	COG4175	ABC-type_proline/glycine_betaine_transport_system,_ATPase_component_(ProV)
GC_00000153	88	89	2	0	0.990794148	0.999881777	0.995317219		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000154	88	89	2	0	0.9945299	0.992701546	0.993614882	PF03462.23	PCRF_domain	COG0216	Translation_factors	ko03012|ko03012	Translation_factors>>>Eukaryotic_type>>>Release_factors|Translation_factors>>>Prokaryotic_type>>>Release_factors	ND	ND	K02835	peptide_chain_release_factor_1	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0216	Protein_chain_release_factor_RF1_(PrfA)_(PDB:1RQ0)
GC_00000155	88	89	2	0	0.992279563	1	0.996124823	PF01145.30	SPFH_domain_/_Band_7_family	ND	ND	ko01002	Peptidases_and_inhibitors>>>Peptidase_inhibitors>>>Family_I87	ND	ND	K04087	modulator_of_FtsH_protease_HflC	ND	ND	O	O	Posttranslational_modification,_protein_turnover,_chaperones	COG0330	Regulator_of_protease_activity_HflC,_stomatin/prohibitin_superfamily_(HflC)
GC_00000156	88	89	2	0	0.992509363	1	0.996240602	PF01084.25	Ribosomal_protein_S18	COG0238	Ribosome_30S_subunit	ko00001|ko03011|ko03011	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>03010_Ribosome_[PATH:ko03010]|Ribosome>>>Ribosomal_proteins>>>Mitochondria/_Chloroplast>>>Small_subunit|Ribosome>>>Ribosomal_proteins>>>Bacteria>>>Small_subunit	ND	ND	K02963	small_subunit_ribosomal_protein_S18	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0238	Ribosomal_protein_S18_(RpsR)_(PDB:4V4H)
